Sentiment	Text
Positive	@RYOmoha @PrinceShaarawy ur fact: Milan hv a good squad and in the real world fact: Milan is 8th Placer hehe
Positive	Chris Evans Genre Radio Show 07.11.2015 Gothic music and other genres share if you like #goth #alternativemusic https://t.co/yiIYhTbdvC
Positive	On Monday, we went to Reginald's Tower for a thrilling storytelling session all about Thor, Loki and Norse gods! https://t.co/sKfLty9ICy
Positive	@BrothaNoompsey booo. You going to any games this weekend? David price on Saturday in the BX
Positive	Happy Birthday George, you cutie. Royals celebrate Prince George's 2nd birthday http://t.co/4Ag2xMskpu via @YahooNews
Positive	Hulk Hogan you did nothing wrong! I work a black man. We call each other nigga all the time. He may be my... http://t.co/WTb0XjbkpT
Positive	Just learned that Iron Maiden's new album comes out September 4. Same day as 5FDP's new album. GOD SO MUCH MUSIC IN SO LITTLE TIME
Positive	this adorable old couple in dunkin literally made my day, he's turning 89 tomorrow and talked to me about how he was drafted for the WWII
Positive	May be going to the a jason aldean concert tomorrow :)
Positive	Selling 1 extra ticket to Zac Brown Band in Toronto tomorrow!!!!! Mssg me if you want it :)
Positive	3rd day of Eid, Eid Mubarak dears all. http://t.co/cguaMZEjQQ
Positive	Carl Ikeme really tried for the Super Eagles last Saturday. Finally a tough rival for Enyeama. so calm and calculated.
Positive	@usopen Ofcourse! Looking forward to Murray's 4th round game against the big-serving Anderson. A potential 5-setter. #usopen #nightshift
Positive	@Jerusalem_Post @CircusMaximus14 Yahweh willing, may all the Jews of the world reunite in Israel and find their stay. Jewry migration today.
Positive	With the sun on your face, Dunkin, Anna Karenina &amp; the music of @StevieNicks how could anyone be in a bad mood? #relaxation #selfcare
Positive	I liked a @YouTube video https://t.co/ZARqtWvJc0 Sibling-wed Game with Scott and Chris Evans, Part 2
Positive	I'll have all the lyrics to Calibraska memorized by tomorrow i kid you not #CalibraskaEP @jackgilinsky @JackJackJohnson
Positive	Prince George's latest outing at the beach may be his cutest one yet! http://t.co/hchWNblwQp http://t.co/5kDsfRHUxu
Positive	"I have tomorrow off so it's Friday to me! ""What will you do with your day off, Kev?"" Thanks for asking. I'll go see Ant-Man."
Positive	1500:1 Vegas odds on Paul Dunne actually making it to the final rnd.. No matter what happens be proud!! Go get it Mon bud!! #AmateurChampion
Positive	Did you know that 'The Vamps' was Trending Topic on Thursday 5 for 6 hours in Belgium? https://t.co/uaIF8rYHzr #trndnl
Positive	@SportsCenter Hands down the Irish amateur, Paul Dunne, thrilled the world.  More to come tomorrow!!! #SC3stars   https://t.co/kTYNkltfl6
Positive	@FB_BMB I went to see Mission Impossible Rouge Nation today, I really enjoyed it. Have u seen it? I might go see Ant-Man tomorrow?
Positive	"@pop_ruth didn't briana and Louis were ""together"" around march? Well, at least that's what I read on the magazines."
Positive	Mick Jenkins may be the best rapper alive and this is strong consideration of Kendrick,King Los,Ab-Soul,Big Sean,Vince Staples and others.
Positive	Strictly, X Factor, Big Brother - Saturday night TV gonna leave me with square eyes!
Positive	Frank Gifford and Al Michaels are the voices I hear when I think about Monday night football @MikeAndMike
Positive	@AdamOsper @tonyfowler4  Yes, I'm optimistic but feel we really needed a 2nd striker who could either play alone or link with Kane
Positive	Paul McCartney at @lollapalooza on Friday! I wish I could go back to that day #PaulMcCartney http://t.co/gemoiKyOR8
Positive	can it be Thursday already I'm trying to watch the new Naruto episode
Positive	I just entered to win 2 tickets to see Zac Brown Band on September 5th! You can enter too! Thanks Hoffman Ford! http://t.co/MRvAIzdOri
Positive	@YesItsColin  Always a good time with Sharknado and Twitter. Plays again Saturday at 7
Positive	"I think I may have just fell in love with @amyschumer after watching ""Amy Schumer: Live...Extended Cut"" on @hbonow."
Positive	I just realized I've been watching Naruto since I was in the 5th grade and I'm about to start my 3rd year of college...
Positive	Watching Amy Schumer: Live at the Apollo makes me so excited for Sunday when @KentStateUSG brings @amyschumer
Positive	It's STAR WARS DAY!!!  Ok technically it's tomorrow at 00:05, but when I next go to bed, a new Star Wars movie... https://t.co/tOzsA34ReX
Positive	So how is everyone's Sunday going? I was awakened by @tamaraholder surprisingly making a lot of sense about Tom Brady on @FoxNews.
Positive	I'm so glad we've gotten to a point where all the Twilight movies are on TV on a given Friday night. #ashamed
Positive	To me, Zayn vs Neville last December was the definitive wrestling match, after tonight it's Bailey vs Sasha. High spots, false finishes..
Positive	Gotta have a Callahan's Hot Dog Thursday for National Hot Dog Day with all the trimmings Fries or Onion Rings and Root Beer.
Positive	Parent Program celebrating NAIDOC &amp; Eid with some painting and morning tea! Lots of variety every Friday morning. http://t.co/knJ4dRz55E
Positive	Song of the Day: Heavy is the Head by Zac Brown Band / Chris Cornell  Good morning and happy Tuesday, and Teller... http://t.co/HU38wUTm9O
Positive	All these people finish the Quran shows the light of Islam still exists even after 1.4k years. May Allah help them in their journey m'a
Positive	Rise and shine! Start your week with yoga at @SkyGalleryNYC every Monday at 9am
Positive	You know you're having a good time when you play Nirvana full blast in the office after hours and dance like there's no tomorrow. #mflpogo
Positive	Holy shit holy shit holy shit, it's Star Wars day!! ITS FINALLY HERE!!! May the Force be with you all! #TheForceAwakens
Positive	[OSHODI] Oliseh delighted with Super Eagles test game - Eagles coach Sunday Oliseh has expressed pleasure at the p... http://t.co/JPJsor0b6V
Positive	National Ice Cream Day is this Sunday. Be prepared to stay healthy with this delicious 3-ingredient recipe. http://t.co/3wa3pRgWld
Positive	Go Set a Watchman, the only other novel by Harper Lee set to be a hit as it's released in stores tomorrow! #goodreads http://t.co/9gyyCsLh5N
Positive	Steph's huge night, Kobe's incredible 4th qtr vs the Wizards. Plus, Dana White joins the desk. LISTEN: https://t.co/U8R5njDRjK
Positive	@tifftiffannie haha 8th - 11th grade was strong with the Kpop. We're always in sync lol
Positive	Brock Lesnar vs Bo Dallas at the MSG show in October has been announced. It's like an early birthday present.
Positive	someone pls take me to see Sam Smith i may cry my eyes out the whole time but pls take me
Positive	Boko Haram has a new leader and he may be willing to negotiate: Chadian President - http://t.co/3l17PO50rB
Positive	Yoga successfully negotiated with only a hint of knee collapse but no meditation today. Tomorrow is the one and all will be well..in theory.
Positive	Tomorrow is National Ice Cream Day... don't you wish you had this adorable banner to celebrate?? https://t.co/lTL0gdbl53
Positive	my mom and I may have many differences, but we will always agree when it comes to Ed Sheeran..  #EdSheeran #perfection
Positive	@itvthismorning My little Harry Kenyon celebrates his 2nd birthday today with Prince George http://t.co/G2CseoMZyn
Positive	seeing shawn tomorrow is the only thing that's getting me through the day.
Positive	C'mon babes! Let's vote on Gaga and put her again on 1st. It's missing just 2 days till the end! #MTVStars Lady Gaga https://t.co/LzqkSlTibX
Positive	"Best of luck to Paul Dunne today as he tries to become  the 1st amateur to win ""The Open"" in 85 years!.. Also... http://t.co/jZhgjHObnO"
Positive	@Yusorram I go back to college on September 7th. So not ready. But excited to teach them about Islam if possible.
Positive	David wright 1st game back and he goes deep
Positive	A historic milestone... Women in Saudi Arabia vote for the first time in municipal election! #DLC_Law30 https://t.co/GurG92UroT
Positive	Have you ever been told you look like Janet Jackson? Win the chance to watch Janet from a VIP Suite, October 29th... http://t.co/Id9xsuBQoC
Positive	Tonight we're seeing Lee Bryce and they're already trying to get me to go with them to Zac Brown Band on Saturday
Positive	Lady GaGa Channels Frank Sinatra In This Pulsating Tribute Song.: Last Sunday night, dozens of the world's big... https://t.co/79cVvEh1OE
Positive	John Kasich on Tuesday will become the 16th major Republican candidate for president
Positive	Celebrate the life and music of George Harrison with a free special streaming event on 25th February. https://t.co/AukwQfla8x
Positive	Quite a gift with words that @AndrewSparrow especially in today's live blog feat. former UK PM Tony Blair: https://t.co/oAAd0KjjvW
Positive	I'm seriously going to my 3rd but best Justin Bieber concert I want to cry thinking about it
Positive	Sunday On National Ice Cream Day the @HillsboroHops Hops got licked. Today, anniversary of Moon Landing @Ferr_Ozuna launched a walk off HR
Positive	#Jays David Price on the bump tomorrow with his #WinningAttitude  David throws the ball and dares you to hit it and that's how he wins!
Positive	8:07 I want to give you tickets to JANET JACKSON @mtscentre Sept 8! Prepare for a Janet trivia question! @FHollywood http://t.co/LaYqTgsVjX
Positive	Man, George Harrison was my favorite Beatle. What a brilliant soul, may he R.i.p
Positive	One of the worlds biggest stars Paul McCartney will be at a church tomorrow right on my door step, probably wouldn't get to talk to him
Positive	Centre on Religion and Geopolitics, a think tank linked to Tony Blair, says most Syrian rebels sympathize with ISIS. https://t.co/nRAX5Eu9ua
Positive	I really might wear my David wright jersey and carry around a broom all day tomorrow
Positive	Frankie Edgar shows Chad Mendes and Dana White that he deserves a title shot:  https://t.co/PE0LYAuL1d
Positive	if anyone would like to surprise me with some Sam Smith tickets for Monday, that'd be great. Plz and thank you.
Positive	Ah, twilight w/ the run to yourself! MT @PCski: Laying down final tracks of the day. See you tomorrow #OneParkCity https://t.co/SCrG60dZ5j
Positive	Almost 3M between Bey and us! We have to vote harder to take the 1st place Monsters! #MTVStarOf2015 Lady Gaga https://t.co/86P5iZ4SBr
Positive	Lovely overhead (coronal) #auroraborealis seen the night of September 6 at Fairbanks Alaska by M. Murray! http://t.co/ZliVjYjhHF
Positive	"Walk into work, see ""John Cena"" graffitied on the ground.. Nice. #Tuesday"
Positive	Did you know that 'David Bowie' was Trending Topic on Friday 20 for 4 hours in Amsterdam? https://t.co/SKlFRyqQp8 #trndnl
Positive	You're going to miss me singing a Frank Ocean this Friday if you do something other than this: https://t.co/1ZavuTaC8H
Positive	Hats off to Hobie Fishing Team member Sam Smith for 1) catching what may be the record striped bass taken from a... http://t.co/axbq7ZhAUX
Positive	I guess one 80s action star is much the same as any other. Can't wait for Chuck Norris's remake of Junior. https://t.co/SLIaOSUzP2
Positive	Brock Lesnar on sportscenter talking about his fight with the Undertaker this Sunday.... What a time to be alive
Positive	@malik77_m Khair Mubarak. I hope you had a lovely Eid. Ami sends her love. May Allah grant your&amp; your family every success. Xxx
Positive	@Five_Guys ... AND the 23rd is National Hot Dog Day ;-)
Positive	So, tomorrow will be time for streams. Dark Souls in the afternoon, very likely Fallout in the evening. Gotta finish that pesky game. x)
Positive	My favorite part of Straight Outta Compton was when Ice Cube said Friday was going to be funny.
Positive	Happy Birthday Niall for the 13th! Have an amazing day!! @NiallOfficial http://t.co/NInRkUtYGC
Positive	The day has finally come! Iron Maiden have released the first single from their upcoming 16th studio album, The... http://t.co/NkCuoB2wdP
Positive	david price is a blue jay and the blue jays are in a playoff spot in august. im extremely happy with the way things are right now
Positive	@ArianaGrande can't wait to see you in DC on Saturday! What kind of donut do you prefer so I know what to pick up at Dunkin? #iloveamerica
Positive	Who was the best 'Saturday Night Live' host? Amy Schumer. 50% of voters agree with me. https://t.co/EeDuFef6Tf
Positive	Randy Orton vs. Sheamus to start the show. Interesting choice. Crowd may turn early?
Positive	The 2nd headline was a story about the guy who plays Thor using his 1st big payday to pay off his parents' debt. *THAT* deserves top honors.
